datetime,open,high,low,close,volume
2025-02-11 01:00:00,97301.7,97530,96885.3,97499,271721277.47439
2025-02-11 02:00:00,97498.9,97560,97178.4,97559.9,171964758.29045
2025-02-11 03:00:00,97560,97643.7,97250,97375.8,142563091.20058
2025-02-11 04:00:00,97375.8,97488,97218,97334,105745618.76999
2025-02-11 05:00:00,97334,97389.1,97130,97381.6,129849290.042
2025-02-11 06:00:00,97381.7,97500,97273.4,97379.4,83273171.3262
2025-02-11 07:00:00,97379.5,97450,97216.6,97417.7,90117768.80457
2025-02-11 08:00:00,97417.7,98160.7,97401.8,97781.9,341179495.51604
2025-02-11 09:00:00,97782,98112.9,97770,98000,221311384.94347
2025-02-11 10:00:00,98000,98108,97463.4,97769.6,244094174.57899
2025-02-11 11:00:00,97769.5,97769.7,97475.6,97610.8,116564193.52949
2025-02-11 12:00:00,97610.9,98200,97560.5,98070.1,207288011.01085
2025-02-11 13:00:00,98070.1,98500,98005.7,98425.9,295319248.51704
2025-02-11 14:00:00,98425.8,98488,98139.9,98433.7,173467178.63205
2025-02-11 15:00:00,98433.7,98485,98257.4,98276.1,148297412.32402
2025-02-11 16:00:00,98276.1,98348,98127,98236.8,136990448.40572
2025-02-11 17:00:00,98236.8,98319,97891.3,97990.7,168084073.88864
2025-02-11 18:00:00,97990.7,98128,97880.4,97962.5,97670803.94539
2025-02-11 19:00:00,97962.5,98246,97886.2,98136.1,105987791.58932
2025-02-11 20:00:00,98136,98152,97668,97759.7,262517465.3513
2025-02-11 21:00:00,97759.8,97842.1,96671.1,96780,550948318.56236
2025-02-11 22:00:00,96780,97321,96572,96957.7,541148905.38534
2025-02-11 23:00:00,96957.8,97252.1,96607.1,97022.2,325650303.98532
2025-02-12 00:00:00,97022.2,97040.8,96302,96373.9,444266979.2563
2025-02-12 01:00:00,96373.8,96398.6,95888,96168.1,411005024.67198
2025-02-12 02:00:00,96168.1,96168.2,95412.9,95472.1,447109553.38656
2025-02-12 03:00:00,95475,95664.2,94866.9,95023.9,475001925.72713
2025-02-12 04:00:00,95023.8,95443,94914.5,95302,292098449.35294
2025-02-12 05:00:00,95302.1,96485.2,95260.5,96391.8,404253468.29581
2025-02-12 06:00:00,96391.8,96524.8,95323,95584,413199542.39724
2025-02-12 07:00:00,95584.5,95963.2,95483.6,95783.7,210337182.36603
2025-02-12 08:00:00,95783.8,96120,95672.9,96052.1,149105405.6314
2025-02-12 09:00:00,96052.1,96277,95820.2,96214,112246796.74932
2025-02-12 10:00:00,96214,96220.6,95372.2,95585.7,168826421.56606
2025-02-12 11:00:00,95585.8,95767.9,95088,95307.6,330693763.97421
